AcceptedName,Family,InvasionStatus ,NativeRegion
Abelmoschus esculentus Moench.,Malvaceae,Cultivated,Tropical Africa
Abutilon crispum Medic.,Malvaceae,Naturalised/Invasive,Tropical America
Abutilon megapoticum St. Hil. & Naud.,Malvaceae,Cultivated,Tropical America
Acacia auriculiformis A. Cunn. ex Benth ,Mimosaceae,Naturalised/Invasive,Australia
Acacia baileyana F. Muell.,Mimosaceae,Cultivated,Australia
Acacia benthami Rochbr.,Mimosaceae,Cultivated,South Africa
Acacia confusa Merr.,Mimosaceae,Cultivated,Philippines
Acacia dealbata Link,Mimosaceae,Naturalised,Australia
Acacia decurrens Willd.,Mimosaceae,Cultivated,Australia
Acacia elata A. Cunn. ex Benth.,Mimosaceae,Cultivated,Australia
Acacia farnesiana Willd.,Mimosaceae,Invasive,Tropical America
Acacia karoo Heyne,Mimosaceae,Cultivated,South Africa
Acacia longifolia Willd.,Mimosaceae,Naturalised,Australia
Acacia maidenii F. Muell.,Mimosaceae,Cultivated,Australia
Acacia mangium Willd.,Mimosaceae,Cultivated,Australia
Acacia mearsnii De Willd.,Mimosaceae,Invasive,Australia
Acacia melanoxylon R. Br.,Mimosaceae,Naturalised,Australia
Acacia nilotica Willd.,Mimosaceae,Naturalised,North Africa & Arabia
Acacia podalyriifolia A. Cunn.,Mimosaceae,Cultivated,Australia
Acacia robusta Burch.,Mimosaceae,Cultivated,South Africa
Acacia senegal L.,Mimosaceae,Casual/Naturalised,West Africa
Acacia tortilis (Forssk.) Hayne,Mimosaceae,Cultivated,Africa & West Asia
Acalypha amentacea Roxb.,Euphorbiaceae,Cultivated,Polynesian Islands
Acalypha australis L.,Euphorbiaceae,Cultivated,China & Japan
Acalypha chamaedrifolia (Lam.) Muell.-Arg. ,Euphorbiaceae,Cultivated,West Indies
Acalypha ciliata Forssk.,Euphorbiaceae,Invasive,Tropical Africa
Acalypha hispida Burm. f.,Euphorbiaceae,Cultivated,Papa New Guinea
Acalypha wilkesiana Müll. Arg. ,Euphorbiaceae,Cultivated,South Pacific Islands
Acanthospermum hispidum D. C.,Asteraceae,Invasive,Tropical America
Acca sellowiana (O. Berg) Burret ,Myrtaceae,Cultivated,South America
Achimenes grandiflora DC.,Geraniaceae,Cultivated,Tropical Central America
Achyranthes aspera L.,Amaranthaceae,Invasive,Tropical America
Acmella ciliata (Kunth) Cass. ,Asteraceae,Naturalised/Invasive,Tropical America
Acmella radicans (Jacq.) R. K. Jansen  ,Asteraceae,Invasive,South America
Acmella uliginosa (Sw.) Cass. ,Asteraceae,Naturalised,Tropical America
Acokanthera oblongifolia Codd.,Apocynaceae,Cultivated,Tropical East & South Africa
Adansonia digitata L.,Bombacaceae,Cultivated,Tropical Africa
Adenanthera microsperma Teijem. ,Mimosaceae,Cultivated,Java
Adenium obesum Forssk. Roem. & Schult.,Apocynaceae,Cultivated,Eastern Africa & Arabia
Adenostemma lavenia (L.) Ktze. ,Asteraceae,Invasive,South America
Aeluropus lagopoides Trin. ex Thw.,Poaceae,Naturalised,Mediterranean region
Aerva javanica (Burm. f. ) Schultes,Amaranthaceae,Invasive,Tropical Asia
Aeschynomene americana L.,Paplionaceae,Invasive,Tropical America
Aeschynomene indica L.,Paplionaceae,Invasive,North & Central America
Afzelia martabanica (Prain) J. Léonard ,Caesalpiniaceae,Cultivated,Myanamar
Agapanthus africanus (L.) Hoffmgg.,Alliaceae,Naturalised,South Africa
Agathis brownii Bailey,Araucariaceae,Cultivated,Australia
Agathis robusta F. M. Baily,Araucariaceae,Cultivated,Australia
Agave americana L.,Agavaceae,Naturalised,Tropical America
Agave angustifolia Haw.,Agavaceae,Naturalised,Tropical America & Africa
Agave decipiens Baker,Agavaceae,Cultivated,Mexico
Agave rigida Mill.,Agavaceae,Cultivated,Mexico
Agave sisalana Perrine,Agavaceae,Cultivated,Mexico
Agave vera-cruz Mill.,Agavaceae,Naturalised,Mexico
Agave victoriae-reginae T. Moore ,Agavaceae,Cultivated,Mexico
Agave vivipara L.,Liliaceae,Naturalised,Central America
Ageratina adenophora (Spreng.) King & H. Rob.  ,Asteraceae,Invasive,Central America
Ageratina ligustrina (DC.) R. M. King & H. Rob. ,Asteraceae,Naturalised/Invasive,Central America
Ageratina riparia (Regel) R. M. King & H. Rob.  ,Asteraceae,Naturalised/Invasive,Mexico
Ageratum conyzoides L.,Asteraceae,Invasive,South America
Ageratum houstonianum Mill.,Asteraceae,Invasive,Mexico
Aglaia odorata Lour.,Meliaceae,Cultivated,South East Asia
Agrostemma githago L.,Meliaceae,Naturalised,Europe
Ailanthus altissima Swingle,Simaroubaceae,Invasive,China
Albizia distachya Macb.,Mimosaceae,Casual/Naturalised,Australia
Albizia lebbeck Benth.,Mimosaceae,Naturalised,Australia
Albizia saman Merr.  ,Mimosaceae,Cultivated,Tropical South America
Alcea rosea L.,Malvaceae,Casual,Mediterranean region
Aleurites fordii Hemsl.,Euphorbiaceae,Cultivated,China
Aleurites moluccana Willd.,Euphorbiaceae,Cultivated,Malayan peninsula
Allamanda blanchetii A. DC.,Apocynaceae,Cultivated,Tropical America
Allamanda cathartica L.,Apocynaceae,Casual/Naturalised,Brazil
Allamanda neriifolia Hook.,Apocynaceae,Cultivated,Brazil
Allamanda violacea Gardner & Fielding,Apocynaceae,Cultivated,Brazil
Allium cepa L.,Alliaceae,Cultivated,West Asia
Allium sativum L.,Alliaceae,Cultivated,West Asia
Alocasia indica Schott,Araceae,Cultivated,Malayan peninsula
Alocasia sanderiana Bull.,Araceae,Cultivated,Philippines
Aloe variegata L.,Liliaceae,Cultivated,South Africa
Aloe vera Burm. f. ,Liliaceae,Casual/Naturalised,Arabia
Alpinia nutans (L.) Roscoe,Zingiberaceae,Cultivated,Indonesia
Alstonia macrphylla Wall. ex G. Don,Apocynaceae,Cultivated,Malayan peninsula
Alternanthera amoena Voss.,Amaranthaceae,Cultivated,Brazil
Alternanthera bettzickiana Nicholson,Amaranthaceae,Casual/Naturalised,Brazil
Alternanthera ficoidea P. Beauv.,Amaranthaceae,Invasive,Brazil
Alternanthera paronychioides St. Hil.,Amaranthaceae,Invasive,South America & West Indies
Alternanthera philoxeroides (Mart.) Griseb.,Amaranthaceae,Invasive,South America
Alternanthera pungens Kunth.,Amaranthaceae,Invasive,Tropical America
Alternanthera sessilis (L.) R. Br. ex DC. ,Amaranthaceae,Invasive,Tropical America
Alternanthera spinosus L.,Amaranthaceae,Invasive,America
Alternanthera tenella Colla ,Amaranthaceae,Invasive,South America
Althaea ludwigii L.,Malvaceae,Naturalised,Mediterranean regions & West Asia
Alysicarpus vaginalis (L.) DC.,Paplionaceae,Naturalised/Invasive,South East Asia
Amaranthus blitum L. ,Amaranthaceae,Naturalised/Invasive,North America
Amaranthus caudatus L.,Amaranthaceae,Invasive,Tropical Africa
Amaranthus cruentus L. ,Amaranthaceae,Naturalised/Invasive,Cryptogenic
Amaranthus palmeri Wats.,Amaranthaceae,Naturalised/Invasive,North America
Amaranthus spinosus L.,Amaranthaceae,Invasive,Tropical America
Amaranthus tricolor L. ,Amaranthaceae,Casual,Temperate Eurasia
Amaranthus viridis L. ,Amaranthaceae,Casual/Naturalised,Pantropical
Ambrosia artemisiifolia L. ,Asteraceae,Invasive,North America
Amherstia nobilis Wall.,Caesalpiniaceae,Cultivated,Myanamar
Ammi majus L.,Apiaceae,Cultivated,Mediterranean Europe
Anacardium occidentale L.,Anacardiaceae,Naturalised,Brazil
Anagallis arvensis L.,Primulaceae,Invasive,Mediterranean Europe
Ananas cosmosus (L.) Merr.,Bromeliaceae,Cultivated,Tropical America
Anchusa capensis Thunb.,Boraginaceae,Cultivated,South Africa
Andira inermis DC.,Paplionaceae,Cultivated,Tropical America
Anethum graveolens L.,Apiaceae,Naturalised,West Asia
Angelonia salicariaefolia Humb. & Bonpl.,Scrophulariaceae,Cultivated,South America
Annona cherimola Mill. ,Annonaceae,Cultivated,Peru & Equador
Annona muricata L.,Annonaceae,Cultivated,Tropical America
Annona purpurea Moc. & Sesse ex. Dunal,Annonaceae,Cultivated,Tropical America
Annona reticulata L.,Annonaceae,Cultivated,Tropical America
Annona squamosa L.,Annonaceae,Cultivated,Tropical America
Anthemis cotula L.,Asteraceae,Invasive,Temperate Eurasia
Anthoxanthum odoratum L.,Poaceae,Naturalised,Europe
Antigonon leptopus Hk. & Arn.,Polygonaceae,Invasive,South America
Antirrhinum majus L.,Scrophulariaceae,Casual,Mediterranean Europe & North Africa
Aphelandra pulcherrima H. B. K.,Acanthaceae,Cultivated,Tropical America
Apium graveolens L.,Apiaceae,Naturalised,Europe
Arachis hypogaea L.,Paplionaceae,Cultivated,Brazil
Araucaria angustifolia Kuntze ,Araucariaceae,Cultivated,Brazil
Araucaria bidwillii Hk.,Araucariaceae,Cultivated,Australia
Araucaria columnaris Hook.,Araucariaceae,Cultivated,Pacific Islands (New Caledonia)
Araucaria cunninghamii Aiton ex A. Cunn.,Araucariaceae,Cultivated,Australia
Araucaria excelsa R. Br.,Araucariaceae,Cultivated,Australia
Arctotis stoechadifolia P. J. Bergius,Asteraceae,Cultivated,South Africa
Areca catechu L.,Arecaceae,Naturalised,Malayan peninsula
Arenaria serpyllifolia L.,Caryophyllaceae,Invasive,Iran
Arenga pinnata (Wurmb) Merr.,Arecaceae,Cultivated,Malayan peninsula
Arfeuillea arborescens Pierre.,Sapindaceae,Cultivated,South East Asia
Argemone mexicana L.,Papaveraceae,Invasive,West Indies
Argemone ochroleuca Sweet,Papaveraceae,Invasive,Mexico
Argemone subfusiformis Ownbey,Papaveraceae,Naturalised,South America
Argyranthemum frutescens (L.) Sch.Bip.,Asteraceae,Cultivated,Canary Islands
Aristida adscensionis L.,Poaceae,Naturalised,Northern Africa
Aristida mutabilis Trin & Rupr.,Poaceae,Naturalised,Tropical Africa
Aristolochia ciliata Hook.,Aristolochiaceae,Cultivated,Argentina
Aristolochia elegans Mast.,Aristolochiaceae,Cultivated,Tropical America
Aristolochia grandiflora Sw.,Aristolochiaceae,Cultivated,Caribbean
Aristolochia labiata Willd. ,Aristolochiaceae,Cultivated,Brazil
Aristolochia labiosa Ker.-Gawl.,Aristolochiaceae,Cultivated,West Indies
Aristolochia littoralis Parodi.,Aristolochiaceae,Cultivated,South America
Aristolochia macroura Gomezs.,Aristolochiaceae,Cultivated,Brazil
Aristolochia ridicula N. E. Brown,Aristolochiaceae,Cultivated,Brazil
Aristolochia ringens Vahl.,Aristolochiaceae,Cultivated,Brazil
Aristolochia tomentosa Sims.,Aristolochiaceae,Cultivated,North America
Artabotrys hexapetalus (L.f.) Bhand. ,Annonaceae,Cultivated,China
Artocarpus altilis (Parkinson) Fosberg  ,Moraceae,Cultivated,Indonesia and South Pacific Islands
Arundo donax L.,Poaceae,Naturalised,Mediterranean region
Asclepias curassavica R. Br.,Asclepiadaceae,Invasive,Tropical America
Asparagus africanus Lam.,Liliaceae,Naturalised,Africa
Asparagus officinalis L.,Liliaceae,Naturalised,"Europe, northern Africa & West Asia"
Asparagus plumosus Baker,Liliaceae,Cultivated,South Africa
Asphodelus tenuifolius Cav. ,Liliaceae,Invasive,Tropical Africa & West Asia
Ateleia herbert-smithii Pittier,Paplionaceae,Cultivated,Central America
Avena sativa L.,Poaceae,Casual,Europe
Avena sterillis L.,Poaceae,Casual,Mediterranean region
Averrhoa bilimbi L.,Averrhoaceae,Cultivated,Tropical America
Averrhoa carambola L.,Averrhoaceae,Cultivated,Tropical America
Axonopus compressus (Sw.) P. Beauv.,Poaceae,Naturalised/Invasive,Tropical America & Africa
Azadirachta indica A. Juss.,Meliaceae,Naturalised,Asia Minor
Bacopa monnieri Pennell,Scrophulariaceae,Invasive,Tropical America
Baeckea virgata Andr.,Myrtaceae,Cultivated,Australia
Bambusa glaucescens Munro,Poaceae,Cultivated,China
Bambusa longispiculata Gamble,Poaceae,Cultivated,South East Asia
Bambusa ventricosa McClure,Poaceae,Cultivated,China & Japan
Bambusa vulgaris Schrad.,Poaceae,Casual/Naturalised,Malayan peninsula
Banisteria laevifolia A. Juss.,Malpighiaceae,Cultivated,Brazil
Baphia massaiensis Taub.,Paplionaceae,Cultivated,West Africa
Baphia nitida Afzel. ex Lodd.,Paplionaceae,Cultivated,West Africa
Barleria cristata L.,Acanthaceae,Naturalised,Paleotropical
Barleria lupulina Lindl.,Acanthaceae,Cultivated,Madagascar
Barringtonia asiatica Kurz.,Lecythidaceae,Cultivated,Tropical Asia & Pacific
Bauhinia blakeana Dunn,Caesalpiniaceae,Cultivated,China
Bauhinia carronii F. V. Muell.,Caesalpiniaceae,Cultivated,Australia
Bauhinia corymbosa Roxb. ex DC,Caesalpiniaceae,Cultivated,China
Bauhinia galpinii N. E. Br.,Caesalpiniaceae,Cultivated,South Africa
Bauhinia hookeri F. Muell.,Caesalpiniaceae,Cultivated,Australia
Bauhinia monandra Kurz,Caesalpiniaceae,Cultivated,Myanamar
Bauhinia picta DC.,Caesalpiniaceae,Cultivated,South America
Bauhinia rufescens Lam.,Caesalpiniaceae,Naturalised,Tropical Africa
Bauhinia tomentosa L.,Caesalpiniaceae,Cultivated,Tropical Africa
Bauhinia variegata L.,Caesalpiniaceae,Cultivated,South East Asia
Beaucarnea stricta Lam.,Asparagaceae,Cultivated,Mexico
Belamcanda chinensis DC.,Iridaceae,Casual/Naturalised,China & Japan
Bellis perennis L.,Asteraceae,Naturalised,Europe
Beloperone guttata Brandegee,Acanthaceae,Cultivated,Mexico
Benincasa hispida Cogn.,Cucurbitaceae,Cultivated,Java
Berrya javanica Burret,Tiliaceae,Cultivated,Malayan peninsula
Beta vulgaris L.,Chenopodiaceae,Cultivated,Europe
Bidens biternata Merr. & Sherff.,Asteraceae,Invasive,America
Bidens pilosa L.,Asteraceae,Invasive,South America
Bidens sulphurea Sch.-Bip.,Asteraceae,Naturalised,Central America
Bignonia capreolata Linn.,Bignoniaceae,Cultivated,North America
Begonia manicata Cels.,Bigoniaceae,Cultivated,Mexico
Biophytum sensitivum DC.,Oxalidaceae,Invasive,Pantropical
Bixa orellana L.,Bixaceae,Cultivated,Tropical America
Blainvillea acmella Philipson,Asteraceae,Invasive,South America
Blighia sapida K. D. Koenig,Sapindaceae,Cultivated,West Africa
Blumea eriantha DC.,Asteraceae,Invasive,Tropical America
Blumea lacera (Burm. f.) DC.,Asteraceae,Invasive,Tropical America
Blumea obliqua (L.) Druce ,Asteraceae,Invasive,Tropical America
Boehmeria nivea (L.) Gaud.,Urticaceae,Cultivated,South East Asia
Boerhavia diffusa L.,Nyctaginaceae,Naturalised/Invasive,Cryptogenic
Boerhavia erecta L.,Nyctaginaceae,Naturalised/Invasive,Tropical America
Bolusanthus speciosus Harus,Paplionaceae,Cultivated,South Africa
Borassus flabellifer L.,Arecaceae,Invasive,South East Asia
Bougainvillea glabra Choisy,Nyctaginaceae,Casual/Naturalised,Brazil
Bougainvillea spectabilis Willd.,Nyctaginaceae,Casual/Naturalised,Brazil
Brachiaria villosa (Lam.) A. Camus,Poaceae,Naturalised,Tropical America
Brachychiton acerifolius F. Muell.,Sterculiaceae,Cultivated,Australia
Brachychiton populneus (Schott & Endl.) R. Br.,Sterculiaceae,Cultivated,Australia
Brachyscome iberidifolia Benth.,Asteraceae,Cultivated,Australia
Brassica juncea (L.) Czern. & Coss. ,Brassicaceae,Casual,China
Brassica napus L.,Brassicaceae,Cultivated,Mediterranean region
Brassica nigra Koch.,Brassicaceae,Cultivated,Mediterranean region
Brassica oleracea L. var. botrytis L.,Brassicaceae,Cultivated,Europe
Brassica oleracea L. var. capitata L.,Brassicaceae,Cultivated,Western Europe
Brassica oleracea L. var. gongyloides L.,Brassicaceae,Cultivated,Europe
Brassica rapa L.,Brassicaceae,Casual,Europe
Brassica rapa var. rapa L. ,Brassicaceae,Casual,Mediterranean region
Brassica tournefortii Gouan,Brassicaceae,Naturalised,Mediterranean region
Briza maxima L.,Poaceae,Casual/Naturalised,Mediterranean region
Briza minor L.,Poaceae,Naturalised,Mediterranean region
Bromus catharticus Vahl ,Poaceae,Naturalised/Invasive,South America
Broussonetia papyrifera Vent.,Moraceae,Invasive,Far East Asia
Browallia viscosa H. B. & K.,Solanaceae,Cultivated,South America
Brownea ariza Benth.,Caesalpiniaceae,Cultivated,West Indies
Brownea coccinea Jacq.,Caesalpiniaceae,Cultivated,South America
Brownea grandiceps Jacq.,Caesalpiniaceae,Cultivated,South America
Brugmansia arborea (L.) Lagerh.,Solanaceae,Cultivated,South America
Brugmansia sanguinea (Ruiz & Pav.) D. Don ,Solanaceae,Cultivated,South America
Brugmansia suaveolens Bercht. & K. Presl. ,Solanaceae,Naturalised,Brazil
Brugmansia suaveolens Bercht. & Persl.,Solanaceae,Naturalised/Invasive,Mexico
Brunfelsia densifolia Krug.,Solanaceae,Cultivated,Tropical America 
Brunfelsia latifolia Hort.,Solanaceae,Cultivated,Brazil
Brunfelsia pauciflora Benth.,Solanaceae,Cultivated,Tropical America
Brunfelsia americana L.,Solanaceae,Casual/Naturalised,West Indies
Brunfelsia uniflora D. Don,Solanaceae,Cultivated,Brazil
Buddleja asiatica Lour.,Buddlejaceae,Cultivated,China
Buddleja madagascariensis Lam.,Buddlejaceae,Cultivated,Madagascar
Bursera penicillata Engl.,Burseraceae,Cultivated,Mexico
Caesalpinia coriaria Willd.,Caesalpiniaceae,Cultivated,South America & West Indies
Caesalpinia ferrea Mart.,Caesalpiniaceae,Cultivated,Brazil
Caesalpinia pulcherrima Sw.,Caesalpiniaceae,Cultivated,Tropical America
Caesalpinia punctata Willd.,Caesalpiniaceae,Cultivated,Tropical South America
Caesalpinia sappan L.,Caesalpiniaceae,Cultivated,Malayan peninsula
Caesalpinia violacea Standley ,Caesalpiniaceae,Cultivated,Central America
Cajanus cajan (L.) Millsp. ,Paplionaceae,Cultivated,Africa
Caladium bicolor (Aiton) Vent.,Araceae,Cultivated,Tropical America
Calceolaria mexicana Benth.,Scrophulariaceae,Invasive,Mexico
Calendula officinalis L.,Asteraceae,Casual,Southern Europe
Calliandra brevipes Benth.,Mimosaceae,Cultivated,Brazil
Calliandra haematocephala Hassk.,Mimosaceae,Cultivated,Mexico
Calliandra houstoniana Standl.,Mimosaceae,Cultivated,Mexico
Calliandra portoricensis Benth.,Mimosaceae,Cultivated,West Indies 
Calliandra tweedii Benth.,Mimosaceae,Cultivated, Brazil
Callistemon brachyandrus Lindl.,Myrtaceae,Cultivated,Australia
Callistemon citrinus Skeel,Myrtaceae,Casual/Naturalised,Australia
Callistemon coccineus F. Muell.,Myrtaceae,Cultivated,Australia
Callistemon lanceolatus Sweet,Myrtaceae,Cultivated,Australia
Callistemon linearis Sweet,Myrtaceae,Cultivated,Australia
Callistemon pollandii Bailey,Myrtaceae,Cultivated,Australia
Callistemon viminalis G. Don ,Myrtaceae,Casual/Naturalised,Australia
Callistephus chinensis (Cass.) Nees,Asteraceae,Cultivated,China & Japan
Callitris columellaris F. Muell.,Cupressaceae,Cultivated,Australia
Callitris rhomboidea R. Br. ex Rich. ,Cupressaceae,Casual/Naturalised,Australia
Calluna vulgaris Hull,Ericaceae,Naturalised,Europe
Calophyllum inophyllum L.,Clusiaceae,Cultivated,South East Asia
Calopogonium mucunoides Desv.,Paplionaceae,Naturalised,Tropical America
Calotropis gigantea (L.) Ait. f.,Asclepiadaceae,Invasive,Tropical Africa
Calotropis procera (Ait.) Ait. f.,Asclepiadaceae,Invasive,Tropical Africa
Calycophyllum spruceanum K.Schum.,Rubiaceae,Cultivated,Tropical America
Calyptocarpus vialis Less. ,Asteraceae,Casual/Naturalised,Mexico
Camellia japonica L.,Theaceae,Cultivated,China & Japan
Camellia sinensis O. Ktze.,Theaceae,Casual/Naturalised,China
Campsis grandiflora K. Schum.,Bignoniaceae,Cultivated,China & Japan
Campsis radicans Seem.,Bignoniaceae,Cultivated,North America
Cananga odorata (Lam.) Hook. f. & Thoms.,Annonaceae,Cultivated,Madagascar
Canavalia ensiformis DC.,Paplionaceae,Cultivated,Tropical America
Canavalia gladiata DC.,Paplionaceae,Cultivated,Tropical America
Canna coccinea Mill.,Cannaceae,Cultivated,Tropical America
Canna flaccida Salisb.,Cannaceae,Cultivated,North America
Canna indica L.,Cannaceae,Cultivated,South America
Cannabis sativa L.,Cannabinaceae,Invasive,Central Asia
Canscora diffusa R. Br.,Gentianaceae,Naturalised/Invasive,Paleotropical
Capsella bursa-pastoris (L.) Medik.,Brassicaceae,Invasive,Temperate Europe
Capsicum annuum L.,Solanaceae,Cultivated,South America
Capsicum frutescens L.,Solanaceae,Cultivated,Tropical America
Carapichea ipecacuanha (Brot.) L. Andersson ,Rubiaceae,Cultivated,Brazil
Cardamine hirsuta L.,Brassicaceae,Invasive,Temperate Eurasia
Cardamine trichocarpa Hochst. ex A. Rich.,Brassicaceae,Invasive,Temperate Eurasia
Cardiospermum halicacabum L.,Sapindaceae,Invasive,South America
Carica cundinamarcensis Lind.,Caricaceae,Cultivated,Tropical South America
Carica papaya L.,Caricaceae,Cultivated,Tropical America
Carissa arduina Lam.,Apocynaceae,Cultivated,South Africa
Carissa carandas L.,Apocynaceae,Cultivated,South East Asia
Carissa grandiflora A. DC.,Apocynaceae,Cultivated,Southern Europe
Carmona retusa (Vahl) Masamune ,Boraginaceae,Casual/Naturalised,Philippines
Carpentaria acuminata Becc.,Arecaceae,Cultivated,Australia
Carthamus lanatus L.,Asteraceae,Naturalised/Invasive,Mediterranean region
Carthamus oxyacantha Bieb.,Asteraceae,Naturalised,Caucasus
Carthamus tinctorius L.,Asteraceae,Cultivated,West Asia
Caryota urens L.,Arecaceae,Cultivated,Malayan peninsula
Casimiroa edulis La Llave & Lex.,Rutaceae,Cultivated,Mexico
Cassia grandis L.f. ,Caesalpiniaceae,Cultivated,Tropical America
Cassia javanica L. ,Caesalpiniaceae,Naturalised/Invasive,Indonesia
Cassia phyllodinea R. Br.,Caesalpiniaceae,Cultivated,Australia
Cassia tora L. ,Caesalpiniaceae,Invasive,South America
Cassytha filiformis L.,Lauraceae,Naturalised,Australia
Castanea sativa Mill.,Hippocastenaceae,Cultivated,Southern Europe
Castanospermum australe A. Cunn. ex Hook.,Paplionaceae,Cultivated,Australia
Casuarina cunninghamiana Miq.,Causuarinaceae,Cultivated,Australia
Casuarina equisetifolia J. R. & Forst.,Casuarinaceae,Invasive,"Australia, Malayasia & Pacific Islands"
Casuarina litroralis L.,Causuarinaceae,Casual/Naturalised,Australia
Catesbaea spinosa L.,Rubiaceae,Cultivated,West Indies
Catharanthus pusillus (Murray) G. Don,Apocynaceae,Invasive,Tropical America
Catharanthus roseus (L.) G. Don,Apocynaceae,Casual/Naturalised,Tropical America
Ceiba insignis Gibbs & Semir,Bombacaceae,Cultivated,Tropical America
Ceiba pentandra Gaertner,Bombacaceae,Cultivated,Tropical America
Celosia argentea L.,Amaranthaceae,Invasive,Tropical America
Celtis sinensis Pers.,Ulmaceae,Casual/Naturalised,China
Centaurea cyanus L.,Asteraceae,Casual,Eastern Europe
Centaurea moschata L.,Asteraceae,Cultivated,Irano-Turanian
Centratherum punctatum Cass.,Asteraceae,Cultivated,Australia
Centrolobium paraense Tul.,Paplionaceae,Cultivated,Tropical America
Centrosema plumieri (Pers.) Benth.,Paplionaceae,Cultivated,Tropical America
Centrosema pubescens Benth.,Paplionaceae,Naturalised,Tropical America
Centrosema virginianum (L.) Benth.,Paplionaceae,Naturalised,North America
Centrostachys aquatica (R. Br.) Moq.,Amaranthaceae,Naturalised,Tropical Africa
Cephalotaxus harringtonia Koch,Cephalotaxaceae,Cultivated,Japan
Ceratonia siliqua L.,Caesalpiniaceae,Cultivated,Southern Europe & northern Africa
Ceratophyllum demersum L.,Ceratophyllaceae,Invasive,Tropical America
Cereus hexagonus (L.) P. Mill.,Cactaceae,Naturalised,West Indies
Cestrum diurnum L.,Solanaceae,Naturalised,West Indies
Cestrum fasciculatum (Schltdl.) Miers ,Solanaceae,Naturalised,Mexico
Cestrum nocturnum L.,Solanaceae,Casual/Naturalised,West Indies
Cestrum parqui L'Hér.,Solanaceae,Cultivated,South America
Chaenomeles lagenaria Koidz.,Rosaceae,Cultivated,China & Japan
Chamaecrista absus (L.) H.S.Irwin & Barneby ,Caesalpiniaceae,Invasive,Pantropical
Chamaecrista pumila (Lam.) K.Larsen ,Caesalpiniaceae,Invasive,Pantropical
Chamaecrista rotundifolia (Pers.)Greene ,Caesalpiniaceae,Invasive,Tropical America
Chamaecytisus hirsutus (L.) Link.,Paplionaceae,Naturalised,Europe
Chamaerops humulis L.,Arecaceae,Cultivated,Mediterranean Europe
Cheiranthus cheiri L.,Brassicaceae,Cultivated,Southern Europe
Chenopodium album L.,Chenopodiaceae,Invasive,Paleotropical
Chimonanthus praecox (L.) Link.,Calycanthaceae,Cultivated,China
Chiococca alba Hitchc.,Rubiaceae,Cultivated,Tropical America
Chloris barbata Sw.,Poaceae,Invasive,Tropical America & Africa
Chloris gayana Kunth ex Stapf,Poaceae,Naturalised/Invasive,Tropical Africa
Chlorophytum comosum Jacq.,Liliaceae,Cultivated,South Africa
Choisya ternata Kunth,Rutaceae,Cultivated,Mexico
Chonemorpha fragrans (Moon) Alston ,Apocynaceae,Cultivated,South East Asia
Chorisia speciosa St. Hil.,Bombacaceae,Cultivated,Brazil
Chorisia ventricosa Nees & Mart.,Bombacaceae,Cultivated,South America
Chorizema ilicifolium Labill.,Paplionaceae,Cultivated,Australia
Christia vespertilionis (L.f.) Bakh.f. ,Paplionaceae,Cultivated,South East Asia
Chromolaena odorata (L.) King & Robin.,Asteraceae,Invasive,Central America
Chrozophora plicata (Vahl) A. Juss. ex Spreng. ,Euphorbiaceae,Invasive,Tropical Africa
Chrysanthemum cinerariaefolium Vis.,Asteraceae,Casual,Dalmatia
Chrysanthemum coronarium L.,Asteraceae,Casual,Mediterranean region
Chrysanthemum indicum L.,Asteraceae,Cultivated,China & Japan
Chrysophyllum cainito L.,Sapotaceae,Cultivated,Central America
Chrysophyllum oliviforme Lam.,Sapotaceae,Cultivated,Tropical America
Cicer arietinum L.,Paplionaceae,Cultivated,Cryptogenic
Cichorium intybus L.,Asteraceae,Naturalised,"Europe, North Africa & West Asia"
Cinchona calisaya Wedd.,Rubiaceae,Cultivated,Bolivia & Peru
Cinchona officinalis L.,Rubiaceae,Cultivated,Tropical South America
Cinchona pubescens Vahl.,Rubiaceae,Cultivated,Ecuador
Cinnamomum burmannii Blume,Lauraceae,Cultivated,Indonesia
Cinnamomum camphora (L.) J. Presl ,Lauraceae,Cultivated,China & Japan
Cinnamomum cassia (Nees) Nees & Blume,Lauraceae,Cultivated,Myanamar
Cinnamomum verum J. Presl  ,Lauraceae,Cultivated,Tropical Asia
Cipura paludosa Aubl.,Iridaceae,Naturalised,Tropical America
Cissampelos pareira L.,Menispermaceae,Invasive,South America
Citharexylum spinosum L.,Verbenaceae,Cultivated,America
Citharexylum subserratum Sw.,Verbenaceae,Cultivated,West Indies
Citrullus colocynthis (L.) Schrad.,Cucurbitaceae,Casual/Naturalised,Mediterranean region
Citrullus lanatus (Thunb.) Mats. & Nakai ,Cucurbitaceae,Naturalised,Tropical Africa
Citrus aurantifolia Swing.,Rutaceae,Cultivated,South East Asia
Citrus maxima Merr. ,Rutaceae,Cultivated,Malayasia & Polynesia
Citrus paradisi Macfad.,Rutaceae,Cultivated,West Indies
Citrus reticulata Blanco,Rutaceae,Cultivated,China
Citrus sinensis Osbeck ,Rutaceae,Cultivated,China
Clarkia elegans Douglas,Onagraceae,Cultivated,North America
Clausena lansium (Lour.) Skeels,Rutaceae,Cultivated,China
Cleome gynandra L. ,Capparaceae,Invasive,Paleotropical
Cleome monophylla L.,Capparaceae,Invasive,Tropical Africa
Cleome rutidosperma DC.,Capparaceae,Invasive,Tropical Africa
