Original name,Family,TPL1.1_CompleteName,ANP,ARP,ASS,BIH,CHH,GOA,GUJ,HAR,HIP,JAK,JHA,KAR,KER,MAP,MAH,MAN,MEG,MIZ,NAG,ODI,PUN,RAJ,SIK,TAN,TRI,UTP,UTH,WBE,AAN,CHA,LAK,DEL,PUD
Setaria sphacelata  (Schumach.) Stapf & C.E.Hubb. ex Moss,Poaceae,Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Siegesbeckia orientalis  L.,Compositae,Sigesbeckia orientalis L.,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Silene gallica  L.,Caryophyllaceae,Silene gallica L.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Silene latifolia subsp. alba (Mill.) Greuter & Burdet,Caryophyllaceae,Silene latifolia subsp. alba (Mill.) Greuter & Burdet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Solanum americanum Mill.,Solanaceae,Solanum americanum Mill.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Solanum anguivi Lam.,Solanaceae,Solanum anguivi Lam.,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Solanum asperolanatum  Ruiz & Pav.,Solanaceae,Solanum asperolanatum Ruiz & Pav.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Solanum blumei,Solanaceae,Solanum blumei Blume,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solanum elaeagnifolium Cav.,Solanaceae,Solanum elaeagnifolium Cav.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Solanum hispidum Ruiz & Pav.,Solanaceae,Solanum asperolanatum Ruiz & Pav.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Solanum laxum Spreng.,Solanaceae,Solanum laxum Spreng.,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Solanum mauritianum Scop.,Solanaceae,Solanum mauritianum Scop.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Solanum myriacanthum Dunal,Solanaceae,Solanum myriacanthum Dunal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Solanum nigrum L.,Solanaceae,Solanum americanum Mill.,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Solanum pseudo-capsicum L.,Solanaceae,Solanum pseudocapsicum L.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Solanum seaforthianum Andrews,Solanaceae,Solanum seaforthianum Andrews,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Solanum sisymbriifolium Lam.,Solanaceae,Solanum sisymbriifolium Lam.,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Solanum torvum Sw.,Solanaceae,Solanum torvum Sw.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Solanum viarum Dunal,Solanaceae,Solanum viarum Dunal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Solidago chilensis  Meyen,Compositae,Solidago chilensis Meyen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Soliva anthemifolia  (Juss.) Sweet,Compositae,Soliva anthemifolia (Juss.) Sweet,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
Spergula arvensis L.,Caryophyllaceae,Spergula arvensis L.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Spermacoce latifolia Aubl.,Rubiaceae,Spermacoce alata Aubl.,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sphagneticola calendulacea  (L.) Pruski,Compositae,Sphagneticola calendulacea (L.) Pruski,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Sphagneticola trilobata  (L.) Pruski,Compositae,Sphagneticola trilobata (L.) Pruski,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
Stachytarpheta cayennensis (Rich.) Vahl,Verbenaceae,Stachytarpheta cayennensis (Rich.) Vahl,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stachytarpheta jamaicensis (L.) Vahl,Verbenaceae,Stachytarpheta jamaicensis (L.) Vahl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Stachytarpheta mutabilis (Jacq.) Vahl,Verbenaceae,Stachytarpheta mutabilis (Jacq.) Vahl,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stachytarpheta urticifolia (Salisb.) Sims,Verbenaceae,Stachytarpheta urticifolia (Salisb.) Sims,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Stipagrostis hirtigluma (Trin. & Rupr.) De Winter,Poaceae,Stipagrostis hirtigluma (Steud. ex Trin. & Rupr.) De Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stipagrostis plumosa Munro ex T.Anderson,Poaceae,Stipagrostis plumosa Munro ex T.Anderson,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
Stylosanthes hamata (L.) Taub.,Leguminosae,Stylosanthes hamata (L.) Taub.,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Stylosanthes sundaica Taub.,Leguminosae,Stylosanthes humilis Kunth,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Swietenia mahagoni (L.) Jacq.,Meliaceae,Swietenia mahagoni (L.) Jacq.,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
Synadenium grantii Hook. f.,Euphorbiaceae,Euphorbia umbellata (Pax) Bruyns,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Synedrella nodiflora (L.) Gaertn.,Compositae,Synedrella nodiflora (L.) Gaertn.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Synedrella vialis (Less.) A.Gray,Compositae,Calyptocarpus vialis Less.,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Tagetes minuta L.,Compositae,Tagetes minuta L.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Talinum fruticosum (L.) Juss.,Talinaceae,Talinum fruticosum (L.) Juss.,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Talinum paniculatum (Jacq.) Gaertn.,Talinaceae,Talinum paniculatum (Jacq.) Gaertn.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Tecoma capensis (Thunb.) Lindl.,Bignoniaceae,Tecoma capensis (Thunb.) Lindl.,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Thunbergia alata Bojer ex Sims,Acanthaceae,Thunbergia alata Bojer ex Sims,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Thymophylla tenuiloba (DC.) Small,Compositae,Thymophylla tenuiloba (DC.) Small,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
Thymus serpyllum,Lamiaceae,Thymus serpyllum L.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tithonia diversifolia (Hemsl.) A. Gray,Compositae,Tithonia diversifolia (Hemsl.) A.Gray,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Tithonia rotundifolia (Mill.) S.F. Blake,Compositae,Tithonia rotundifolia (Mill.) S.F.Blake,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Torilis japonica (Houtt.) DC.,Apiaceae,Torilis japonica (Houtt.) DC.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triadica sebifera (L.) Small,Euphorbiaceae,Triadica sebifera (L.) Small,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Tribulus pentandrus Forssk.,Zygophyllaceae,Tribulus pentandrus Forssk.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tridax procumbens L. ,Compositae,Tridax procumbens (L.) L.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Trifolium alexandrinum L.,Leguminosae,Trifolium alexandrinum L.,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
Trifolium dubium Sibth.,Leguminosae,Trifolium dubium Sibth.,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Trifolium fragiferum L.,Leguminosae,Trifolium fragiferum L.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trifolium hybridum L.,Leguminosae,Trifolium hybridum L.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
Trifolium incarnatum L.,Leguminosae,Trifolium incarnatum L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trifolium subterraneum L.,Leguminosae,Trifolium subterraneum L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trifolium tomentosum L.,Leguminosae,Trifolium tomentosum L.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
Triplaris americana L.,Polygonaceae,Triplaris americana L.,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Turnera subulata J.E. Smith,Passifloraceae,Turnera subulata Sm.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Turnera ulmifolia  L.,Passifloraceae,Turnera ulmifolia L.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Typha domingensis Pers.,Typhaceae,Typha domingensis Pers.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Ulex europaeus L.,Leguminosae,Ulex europaeus L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Urochloa mosambicensis (Hack.) Dandy,Poaceae,Urochloa mosambicensis (Hack.) Dandy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Urochondra setulosa (Trin.) C.E.Hubb.,Poaceae,Urochondra setulosa (Trin.) C.E.Hubb.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaccaria hispanica  (Mill.) Rauschert,Caryophyllaceae,Vaccaria hispanica (Mill.) Rauschert,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Verbascum virgatum Stokes,Scrophulariaceae,Verbascum virgatum Stokes,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Verbena officinalis L.,Verbenaceae,Verbena officinalis L.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verbena rigida Spreng. ,Verbenaceae,Verbena rigida Spreng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verbesina encelioides (Cav.) Benth. & Hooker F. ex. A. Gray,Compositae,Verbesina encelioides (Cav.) Benth. & Hook.f. ex A.Gray,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
Vigna adenantha (G.Mey.) Marechal & al.,Leguminosae,Vigna adenantha (G.Mey.) Marechal & al.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Vigna umbellata (Thunb.) Ohwi & H.Ohashi,Leguminosae,Vigna umbellata (Thunb.) Ohwi & H.Ohashi,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0
Vinca major L.,Apocynaceae,Vinca major L.,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Viola thomsonii Oudem.,Violaceae,Viola thomsonii Oudem.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Wissadula periplocifolia (L.) Thwaites,Malvaceae,Wissadula periplocifolia (L.) Thwaites,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Xanthium strumarium L.,Compositae,Xanthium strumarium L.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Youngia japonica (L.) DC.,Compositae,Youngia japonica (L.) DC.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Zinnia peruviana (L.) L.,Compositae,Zinnia peruviana (L.) L.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziziphus jujuba Mill.,Rhamnaceae,Ziziphus jujuba Mill.,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
